Date,Username,Comment
15:20:28,Branjusto C,Trump:face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes::face-red-droopy-eyes:
15:20:28,Dustin Miller,"They are going to cheat again, and American citizens will do nothing about it."
15:20:28,Bon Ryu,"Trump Supporter: WE THE CHILDREN OF OUR RICH ANCESTORS SHALL NOT LOSE OUR DADDY'S BUSINESSES BECAUSE WE CAN'T DO ANYTHING, BECAUSE WE ARE BLESSED BY GOD AND REMAIN FOREVER SPECIAL AND SERVED BY SLAVES"
15:20:28,Rogue Sith,"psalms 146:3 Do not put your trust in princes Nor in a son of man, who cannot bring salvation."
15:20:29,HungerGamesFP,TRUMP
15:20:29,Abu amjed,please vote to trump
15:20:29,S D,TRUMP 2024
15:20:29,Kentastrophe,Imaginary technique...M A G A
15:20:29,Christmas Green,Trump 2024
15:20:29,DonDada,Trump 2024 MAGA 
15:20:30,J S,:growing_heart: T R U M P :growing_heart: T R U M P
15:20:30,John Titor II,its r I g g e d
15:20:30,TryOnExperts,Trump
15:20:30,Jose Flores,Kamala
15:20:30,SFK,Trump
15:20:30,Hoa Nguyen,TRUMP WWINSSS
15:20:30,Merciix,KAMALA
15:20:31,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:20:31,John Portera,The only candidate for the World Stage is Donald J TRUMP 
15:20:31,Jeremy Wang,Harris 
15:20:31,killasum,Kamalaaaa
15:20:31,Snow leopard,:text-yellow-goal:Please vote HARRIS 2024:text-yellow-goal::card-red-penalty:trump is too old old old and has dementia:card-red-penalty:
15:20:31,Hockey&Heels,#Trump
15:20:31,G N,Harris MOYE MOYE
15:20:31,GAMER,🇹 🇷 🇺 🇲 🇵:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:
15:20:31,Aaron Rich,Kamala
15:20:32,Cyber,KAMALA HARRIS FOR A FREE DEMOCRACY. KAMALA HARRIS FOR A GOOD ECONOMY. KAMALA HARRIS FOR BILLIONAIRES PAYING THEIR FAIR SHARE. KAMALA HARRIS FOR A FACISM FREE AMERICA. KAMALA HARRIS FOR THE FREE WORLD
15:20:32,Lagoon Platoon,Trump
15:20:32,Mr Hasan,Trump
15:20:32,J S,:growing_heart: T R U M P :growing_heart: T R U M P
15:20:32,Trust Group of Realestate ,kamala
15:20:32,arch stanton,maga
15:20:32,Tare Tube,TRUMP
15:20:32,GTE Pro,Trump wants to save you all
15:20:33,Benney Harper,please vote
15:20:33,Soulful Music ,MAGA
15:20:33,Sci Ops,STOP DEMOCRAT STEAL
15:20:33,알랑가몰랑,who 
15:20:33,aggieking33,Sea of RED :heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::diamond_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
15:20:34,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:20:34,Jeremy Wang,Harris 
15:20:34,Snow leopard,:text-yellow-goal:Please vote HARRIS 2024:text-yellow-goal::card-red-penalty:trump is too old old old and has dementia:card-red-penalty:
15:20:35,HungerGamesFP,TRUMP
15:20:35,Mashario Bisasor,Orange is the new black
15:20:35,J S,:growing_heart: T R U M P :growing_heart: T R U M P
15:20:36,fast net tamilan,Harris
15:20:36,Adil Street Gospel Preacher,YOU SHOULD NEVER VOTE FOR KAMALA HARRIS WHO HAVE NOT ANY PLAN FOR TAKE YOU OUT FROM UNEMPLOYMENT :hammer_and_pick::toolbox: STILL GO HIGH 4.5 %:chart_increasing:
15:20:36,VraptorHiss,Trump Trump Trump
15:20:36,Zidan mauel,Trump 
15:20:36,Vamps,garbage in ..garbage out... they call this an election lol
15:20:37,Mark Owens,Dominion 2024 = RIGGED AGAIN
15:20:37,Ash Ray,TRUMP TRUMP TRUMP....MAGA :red_circle: TOO BIG TO RIG. 
15:20:37,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:20:37,sunday uyo peter,Trump
15:20:37,Tapgol Park,God bless USA
15:20:38,Stephan DunMoodie,hearing this is crazy/ why are wrong ballots being given? and why are they acting like this is okay
15:20:38,Cristopher Moreno,JESUS
15:20:38,Big Ape 🦍,"Trump Trump Trump Trump  Trump Trump Trump Trump  Mega 24 allow me to say this once, You're fired Kamala !!!! Trump the New Elvis without a Guitar :guitar: America for the Americans "
15:20:38,Pemba Sherpa,trump
15:20:38,bmiller2803,Trump 2024!
15:20:38,Rakesh Sahani,trump
15:20:39,Snow leopard,:text-yellow-goal:Please vote HARRIS 2024:text-yellow-goal::card-red-penalty:trump is too old old old and has dementia:card-red-penalty:
15:20:39,J S,:growing_heart: T R U M P :growing_heart: T R U M P
15:20:39,Uttam Yadav,aniket for the win
15:20:39,Casper (The Ghost),ss
15:20:39,Luis Beltran,Trumppp
15:20:39,Sci Ops,STOP STEAL
15:20:39,TheWarthogDenNW,Teuuump
15:20:39,Nate Peck,Kumswalla
15:20:39,BamaLover,:red_circle::red_circle::red_circle::red_circle::red_circle::red_circle::red_circle:
15:20:39,cuendiliar bard,dems will get 5 mil less votes this time or more lol
15:20:40,Snacks ,GOT SOME STRAIGHTNIN DONE
15:20:40,Luzifer,Trump
15:20:40,Lucas ;/,:yt: Diddy Kamala 2024 :yt:
15:20:40,Jason,BYE BYE 3 WORLD CARTEL AND THUGGS STARING YOU AND YOUR FAMILY DOWN FOR WHAT THEY CAN TAKE FROM YOU!!!
15:20:40,Jose Flores,Harris 2024
15:20:40,weaponized.autism,trump
15:20:40,Robin963,трумп
15:20:40,Anonymous,Trump 2024
15:20:40,Not_Eliza,TRUMP
15:20:40,Emmanuel Nworie,TRUMP
15:20:41,Tapas Sarkar,tarmp
15:20:41,Shane Stanfield,Trump2024
15:20:41,Jazzy Jeff,FAKE FRAUD ELECTION
15:20:41,Dun Daydo,"it shocks me that people are actually going for kamala, and that's coming from a Democrat"
15:20:41,Book Archive,TRUMPPPP
15:20:41,Adil Street Gospel Preacher,YOU SHOULD NEVER VOTE FOR KAMALA HARRIS WHO HAVE NOT ANY PLAN FOR TAKE YOU OUT FROM UNEMPLOYMENT :hammer_and_pick::toolbox: STILL GO HIGH 4.5 %:chart_increasing:
15:20:42,myjourney,i want a dictator to win
15:20:42,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:20:42,Spiritual & Relaxation Music ,CUM-ALA
15:20:42,Hibik,:red_circle:Get out and VOTE! Take as MANY people as you can with you! :red_circle:
15:20:42,deb1,Trump
15:20:42,Park Jun,hi
15:20:43,Melissa Ferland,be safe and peaceful no matter who you are voting for!
15:20:43,TheWarthogDenNW,Trump
15:20:43,Snow leopard,:text-yellow-goal:Please vote HARRIS 2024:text-yellow-goal::card-red-penalty:trump is too old old old and has dementia:card-red-penalty:
15:20:43,magic star,:money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag:TRUMP TRUMP TRUMP:money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag::money_bag:
15:20:43,Blake Thompson,trump
15:20:44,J S,:growing_heart: T R U M P :growing_heart: T R U M P:growing_heart: T R U M P :growing_heart: T R U M P
15:20:44,Zidan mauel,Trump 
15:20:44,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:20:44,Hoa Nguyen,VOTE TRUMP ALL THE WWAYY
15:20:44,Striker Erwin,MAGA
15:20:44,Adil Street Gospel Preacher,YOU SHOULD NEVER VOTE FOR KAMALA HARRIS WHO HAVE NOT ANY PLAN FOR TAKE YOU OUT FROM UNEMPLOYMENT :hammer_and_pick::toolbox: STILL GO HIGH 4.5 %:chart_increasing:
15:20:45,Thee elly the third,TRUMP :heart_suit::heart_suit::heart_suit::heart_suit::heart_suit:
15:20:45,Edwin De La Cruz,trump
15:20:45,Vellocet,im here for the copeium
15:20:45,camo camo,trump 2024
15:20:45,GTE Pro,Vote Trump 
15:20:45,Nap4Life,KOALA VS TRAMP
15:20:46,killasum,Kamalaaa let’s gooo
15:20:46,Cyrhuss Magabang,Leni!
15:20:46,John Portera,MAGA MAGA 
15:20:46,Erik “Generic”,Trump Jail 2024
15:20:46,Gregory Lisella,MAGA
15:20:46,OEUVRES DIVINE,+++++++++++++++++++KAMALA
15:20:46,Barry,Corn Pop 2024
15:20:47,aliviaaaa,HARRIS AINT BLACK SHE INDIAN
15:20:47,Snow leopard,:text-yellow-goal:Please vote HARRIS 2024:text-yellow-goal::card-red-penalty:trump is too old old old and has dementia:card-red-penalty:
15:20:47,Daniel Malm,Trump all the way supporting you Daddy from Ghana
15:20:47,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:20:47,Cowboydave,Go Bush
15:20:47,Cyrhuss Magabang,LENI
15:20:47,Beemovie Wasamistake,ongod harris
15:20:48,The Bird,START THE STEAL NOW
15:20:48,TheWarthogDenNW,Trump
15:20:48,pandaofnom,Make America great again. Stop the immigrant flood gate. Vote TRUMP. Stop a bleating economy. Vote TRUMP. Vote Trump/Vance if you want to be able to afford to live and maintain your freedom.
15:20:48,Göktuğ S.,Trump for USA 
15:20:48,friendly Ghost,I love my wife and kids 
15:20:48,Casper (The Ghost),SS
15:20:48,Kikiisheree,KAMALAAAAAA
15:20:49,Edwin De La Cruz,trump
15:20:49,Cyrhuss Magabang,LENI
15:20:49,Kentastrophe,"RED, RED, RED, RED"
15:20:49,J S,:growing_heart: T R U M P :growing_heart: T R U M P:growing_heart: T R U M P :growing_heart: T R U M P
15:20:49,Alexandria Canet,if you want to actually live your life vote trump
15:20:49,Nathan King,illegal immigrants 4 harris
15:20:49,Andrei Stabell,They hardly mind ppl on later
15:20:50,Ash Ray,TRUMP TRUMP TRUMP
15:20:50,Nayeem Ahmed,kamala Harris 24
15:20:50,Gregory Lisella,Trump
15:20:50,Big Ape 🦍,"Trump Trump Trump Trump  Trump Trump Trump Trump  Mega 24 allow me to say this once, You're fired Kamala !!!! Trump the New Elvis without a Guitar :guitar: America for the Americans "
15:20:50,Ash Ray,TRUMP TRUMP TRUMP....MAGA :red_circle: TOO BIG TO RIG. 
15:20:50,Shunqin Zhao,Trump！！！
15:20:50,Kikiisheree,KAMALA
15:20:51,Jimmy Vance,KAMAGA HARRIS #TRUMP2024
15:20:51,Tatyana Haight,Trump
15:20:51,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:20:51,Kwazykwipsbwo,KAMALA ONLY SAYS QUOTES WITH NO FACTS!!! TRUMP WILL SAVE OUR COUNTRY!!!! VOOOTTTEEEE TRUUUMMMPPP!!!
15:20:51,GAMER,🇲 🇦 🇬 🇦:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:
15:20:51,SinCitySlotz,Trump we got you
15:20:51,Jonny Baird,UK for Trump!
15:20:51,Viiola24,Trump! 
15:20:52,Adil Street Gospel Preacher,YOU SHOULD NEVER VOTE FOR KAMALA HARRIS WHO HAVE NOT ANY PLAN FOR TAKE YOU OUT FROM UNEMPLOYMENT :hammer_and_pick::toolbox: STILL GO HIGH 4.5 %:chart_increasing:
15:20:52,senzentmoal,NO NO VOTONG TRUMP
15:20:52,killasum,Kamalaaa let’s gooo
15:20:52, Bright,:hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving::hand-pink-waving:
15:20:53,James Johnson ,please don't vote for Harris
15:20:53,Loo Woo,kamara！！！！！！！！！！！！！！
15:20:53,Luzifer,MAGA 
15:20:53,Kikiisheree,KAMALA
15:20:53,Edwin De La Cruz,trump
15:20:54,J S,:growing_heart: T R U M P :growing_heart: T R U M P:growing_heart: T R U M P :growing_heart: T R U M P
15:20:54,Chris Edenfield,I’ve got a fever and the only prescription is more cowbell
15:20:54,Snow leopard,:text-yellow-goal:Please vote HARRIS 2024:text-yellow-goal::card-red-penalty:trump is too old old old and has dementia:card-red-penalty:
15:20:54,Cowboydave,Bush
15:20:54,Mashario Bisasor,the world for Trump
15:20:55,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:20:55,ImGreeny,MAKE AMERICA GREATER AGAIN!
15:20:55,Jeremy Wang,Molesters vote trump
15:20:55,Charles norris,"if there not legal, there is no provsion!!!"
15:20:55,Monalisa Felipe,trump supporter I'm Filipino Trump Trump
15:20:56,killasum,Kamalaaa let’s gooo
15:20:56,"Let""s Bereal",President of people KAMALA HARRIS 2024:sanitizer::sanitizer::sanitizer::sanitizer::sanitizer::sanitizer::sanitizer::sanitizer::sanitizer:
15:20:56,Kikiisheree,KAMALA
15:20:56,Edwin De La Cruz,trump
15:20:56,Norman family Channel,MAGA for 2024
15:20:57,Aziza,:red_square::red_square::red_square::red_square::red_square::red_square::red_square:
15:20:57,Yaseer az,More tarrifs
15:20:57,thecoolestinthecity24,TRUMP TRUMP TRUMP!!!
15:20:57,Ash Ray,TRUMPPPPPPPPPPPPPPPPPPPPPPPPP
15:20:57,Mic Karakurt,TRUMP
15:20:58,killasum,Kamalaaa let’s gooo
15:20:58,Neo,TRUMP!!!!!
15:20:58,Lalrammawia Nutlai,Trump
15:20:58,wint yee,SAVE AMERICA BY VOTING TRUMP
15:20:58,Rayhan Roshan,Kamala is always
15:20:58,hollywatson,Trump2024
15:20:58,Kikiisheree,KAMALA
15:20:58,Rev.W. D. Suting Channel,Trump will win
15:20:58,Jolly Rodger,MAGA FOREVER
15:20:59,Chrodules,Breaking: The people have spoken! Trump will be President!
15:20:59,陈郑泓,我想当总统兄弟们能投我一票吗
15:20:59,Aaron Rich,We need famine leadership 
15:20:59,Rick Pumariega,Kamala coconut hold no water is enty
15:20:59,EL0DIN,Watching from South africa with bated breathe. God bless you all <3
15:20:59,michelle corey,TRUMP :finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one::finger-red-number-one:
15:20:59,Mahmudul Hasan,Vote for TRUMP 
15:20:59,Edwin De La Cruz,trump
15:21:00,Snow leopard,:text-yellow-goal:Please vote HARRIS 2024:text-yellow-goal::card-red-penalty:trump is too old old old and has dementia:card-red-penalty:
15:21:00,Yearn4Yeshua,TRUMP FOR PRESIDENT!!! JESUS IS LORD :crown:
15:21:00,Kikiisheree,KAMALA
15:21:00,Manutrns T,VOTE FREEDOM - VOTE KAMALA
15:21:00,ImGreeny,MAKE AMERICA GREATER AGAIN!
15:21:00,killasum,Kamalaaa let’s gooo
15:21:00,Cowboydave,Bush
15:21:01,Ash Ray,TRUMP TRUMP TRUMP....MAGA :red_circle: TOO BIG TO RIG. 
15:21:01,Thomas casey,"Trump vs. Tramp, choose correctly folks, our country depends on it."
15:21:01,Jeremy Wang,Molesters vote trump
15:21:01,🔹Nhi_Degi,how much time will it take to announce the results?
15:21:01,Muangpi,Trump
15:21:02,Kikiisheree,KAMALA
15:21:02,Hibik,:red_circle:Get out and VOTE! Take as MANY people as you can with you! :red_circle:
15:21:02,Vamps,harris will end voteing
15:21:02,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:21:02,Edwin De La Cruz,trump
15:21:02,Jack Nickelson,Embarrass Harris!
15:21:03,Abu amjed,I love trump
15:21:03,brushhogg1,Kameltoe Harris
15:21:03,killasum,Kamalaaa let’s gooo
15:21:03,RADICAL TEXAN NEWS & VIEWS,HOW COME WERE 90% TRUMP ITS OBVIOUS BUT POLLS SAY ITS CLOSE...SMH LIARS
15:21:03,NoxiousInferno,Funny you say trump has dementia and Biden couldn’t formulate a sentence before he was elected
15:21:04,the anime kid2.0,trump 100%
15:21:04,Justin Bustin,Trump is going to jail
15:21:04,Kikiisheree,KAMALA
15:21:04,Audrie ,people saying they want trump to win are the reason America is considered a joke 
15:21:04,Nayeem Ahmed,kamala Harris
15:21:04,ImGreeny,MAKE AMERICA GREATER AGAIN!
15:21:05,HELLYEAH Gaming,bye bye Bidden
15:21:05,Mahmudul Hasan,TRUMP
15:21:05,DonDada,Trump 2024 MAGA 
15:21:05,Ash Ray,TRUMP TRUMP TRUMP....MAGA :red_circle: TOO BIG TO RIG. 
15:21:05,jack,Harris
15:21:06,friendly Ghost,I love you babe :heart_suit: 
15:21:06,killasum,Kamalaaa let’s gooo
15:21:06,Snow leopard,:text-yellow-goal:Please vote HARRIS 2024:text-yellow-goal::card-red-penalty:trump is too old old old and has dementia:card-red-penalty:
15:21:06,Biro Otto,:red_square::red_square::red_square::red_square::red_square::red_square:Trump:red_square::red_square::red_square::red_square::red_square::red_square:
15:21:06,tao jing,omg harris faint:face-fuchsia-tongue-out::face-fuchsia-tongue-out::face-fuchsia-tongue-out:
15:21:06,Bryan Cindell,rigged
15:21:06,Farid Elh,TT RR UU MM PP  
15:21:07,Carbohydration,Vote Riggers
15:21:07,Jonathan Channel,K A M A L A 2024
15:21:07,Secret Source,Vote trump
15:21:07,Kikiisheree,KAMALA
15:21:07,Jade Velázquez,KAMALAAA
15:21:07,XxKvngz_GamingxX,Im literally praying for trump
15:21:07,Deinoshorts,GO TRUMp
15:21:08,Audrey MWV,TRUMP
15:21:08,Book Archive,Harris = :text-green-game-over:
15:21:08,Patrick Patterson,Trump is no longer capable of leading America
15:21:08,Angel,TRUMP!!
15:21:08,Cowboydave,Bush
15:21:08,Jeremy Wang,Molesters vote trump
15:21:08,Roesyd,jill Stein
15:21:09,Avi Brown,:blue_circle::blue_circle::blue_circle::blue_circle: TRUMP
15:21:09,Kikiisheree,KAMALA
15:21:09,Papa Dwarf,STOP :stop_sign: THE STEAL
15:21:09,killasum,Kamalaaa let’s gooo
15:21:09,spratley reg,************ TRUMP *********
